time,T_core0,T_core1,T_core2,IPC_core0,IPC_core1,IPC_core2,F_core0,F_core1,F_core2,P_core0,P_core1,P_core2,Energy_Per_Instruction_core0,Energy_Per_Instruction_core1,Energy_Per_Instruction_core2,Cdyn_core0,Cdyn_core1,Cdyn_core2
61151298444249,40.363404539959745,40.169284050865585,40.213954680989396,1.072926247145146,1.1696184637868359,0.9354857576589496,4.0,4.0,4.0,3.8911163588821283,4.408660795741253,3.4336008135417377,9.161609508358991e-08,6.718692402361461e-08,1.1706584730058629e-07,6.591137894702422e-10,7.489709394185321e-10,5.796883901685856e-10
61153299160500,40.406949943507065,40.18193580052642,40.29006014639325,1.6870386061610005,0.7546464786210241,1.888741687560351,4.0,4.0,4.0,6.200427548272787,2.895517100649564,7.179071641172316,2.4145586381668583e-08,1.8640079817884625e-07,1.8211554114311607e-08,1.060034585987755e-09,4.862720121502995e-10,1.229941516024006e-09
61155299512750,40.48205650405716,40.220300212038886,40.376332814802126,2.063935183889878,1.9287615701284568,1.6503274435464004,4.0,4.0,4.0,7.033956025825389,6.5566093595422,6.053669419314818,2.17787431626044e-09,8.743900247266864e-10,4.0280466535188904e-08,1.2047421638901392e-09,1.1218771896489443e-09,1.034556648261399e-09
61157301068498,40.56902824672598,40.27311818680196,40.434859486926044,1.8179160685278264,1.8565453705213661,1.5572370841031697,4.0,4.0,4.0,6.293586637619652,6.38110402845692,5.666173849573074,2.7065396684136866e-08,1.770731100687489e-08,7.20883802240929e-08,1.0762032193627607e-09,1.0914059694797734e-09,9.672813813703925e-10
61159339195249,40.6378577950742,40.319712221390176,40.47724558098192,1.7374627911034735,1.8256126285735488,1.4424225563117323,4.0,4.0,4.0,6.406119513650562,6.459985573212196,5.388892684672659,3.042795076623296e-08,2.165557116108699e-08,6.254513202252643e-08,1.0957381140916243e-09,1.1050993148758813e-09,9.191410324356964e-10
61161339442250,40.68941606315656,40.37290716400194,40.54283773822478,1.3316616165254178,1.884526653549943,1.855070077794261,4.0,4.0,4.0,4.897017243379958,6.690108113554814,6.719634383423696,6.123080661736526e-08,1.3138339710437017e-08,9.267658744343412e-10,8.337396403565838e-10,1.1450495785086625e-09,1.1501706248391673e-09
61163359006248,40.754297811587804,40.427696213286595,40.60741112566752,1.95225556636368,1.7678607509029263,1.6588856370102325,4.0,4.0,4.0,7.082266456334876,6.168515845003726,5.9333328871733215,9.059620736805781e-09,2.879295272908912e-08,4.292600953519743e-08,1.2131212235501075e-09,1.054493745744058e-09,1.013658016030582e-09
61165359961750,40.82988593839473,40.45469984260119,40.6947143803119,1.7206493937998857,0.2718445889982394,1.7661077724828902,4.0,4.0,4.0,6.290210230968699,1.1157246727031775,6.526742085638815,2.992959531525245e-08,2.0540143141909944e-07,2.9218396870276965e-08,1.0756091672241835e-09,1.7727225428710374e-10,1.1166778210016379e-09
61167360850750,40.895864636253606,40.47338738356023,40.77939442443887,1.8796907628032153,1.0321078892314888,1.9274192665435685,4.0,4.0,4.0,6.1948676131355365,3.4200345401208962,6.807077045854218,2.305692270803656e-08,1.4851422964026314e-07,1.8470803278568136e-08,1.0590546157480694e-09,5.773254966190579e-10,1.1653445233140097e-09
61169361058500,40.98739056157119,40.483634265041744,40.89690728910551,2.035656239245792,0.001358494424629991,2.016784887977798,4.0,4.0,4.0,6.777712878925578,0.09985957851166617,7.7054513571565,8.222596916679913e-09,2.2437011596131766e-07,9.576429637312463e-10,1.1602402217300915e-09,9.059268137160341e-13,1.3213087055555103e-09
61171383236499,41.07510106535696,40.489485330614386,41.0430362277129,1.7577093220217017,0.28210909208730867,1.9570632193812312,4.0,4.0,4.0,6.43056592174173,0.9882544184239099,7.962131880069583,3.091797449340564e-08,2.400867012684691e-07,1.0190135888016095e-09,1.0999689456972688e-09,1.5514096841437156e-10,1.365866804169315e-09
61173391085249,41.15323862395895,40.4951814781401,41.196403038960455,1.8326422290880706,0.24084091338684543,1.9392398700704312,4.0,4.0,4.0,6.7975214724352035,0.8667868332860558,8.019690473331579,2.3912485411243074e-08,2.657532470639837e-07,1.03574600252097e-09,1.163674080334858e-09,1.3405267649526572e-10,1.3758548520672946e-09
61175391225500,41.229534446037434,40.503317886474164,41.2987452813281,1.5460533504253537,0.22911188915533598,1.6565958471003908,4.0,4.0,4.0,5.716818939094261,0.8689187728712584,6.212069616577787,5.054971128334848e-08,1.8270852208245888e-07,1.884162901789394e-08,9.760497313898284e-10,1.3442256310641438e-10,1.0620285812198058e-09
61177391603250,41.27582128524414,40.522038338912296,41.3404851858412,1.39728544181627,1.4188656797325319,1.510754659941789,4.0,4.0,4.0,5.130567421053411,4.899024900147979,5.548760040824327,7.061354873834742e-08,5.510593504143802e-08,2.7152231476425038e-08,8.742685030069328e-10,8.340932094449984e-10,9.468693543607637e-10
61179392336250,41.34213058379424,40.54581271486099,41.39883099503101,1.7316628713521278,1.7122300316001227,1.8335268461501841,4.0,4.0,4.0,5.966346821243849,5.5155680121249,6.609839106068902,4.598937564668061e-08,1.8952888589618925e-08,2.758336503923935e-08,1.0193670067192475e-09,9.411312353504264e-10,1.131082625277702e-09
61181395901499,41.396699462146636,40.595908740802315,41.47423574889785,1.780134624403114,1.889943206512031,1.634190947980804,4.0,4.0,4.0,6.620034016709259,6.90148386332326,5.92315171162874,6.317401413458463e-09,1.1947984753413718e-08,3.933022594955862e-08,1.132852643559338e-09,1.1817401277903477e-09,1.0118636702380263e-09
61183398332250,41.445861215039535,40.66628416287675,41.530727168075856,1.596243997484516,1.7920224356002343,1.616785727245273,4.0,4.0,4.0,5.922243629145083,6.544710890814889,5.99781716574031,2.6766595699118857e-08,3.4082231182965103e-08,1.8470601838590913e-08,1.0117069197238531e-09,1.1197982621324149e-09,1.0248246218126746e-09
61185398625750,41.48474905096931,40.71474041444709,41.563557079799786,1.2123587959051407,1.2731786425028373,0.7975901175415306,4.0,4.0,4.0,4.533917313413944,4.7482516987909715,2.6554602682511748,7.643877009011913e-08,7.14010114142894e-08,1.5941252479800236e-07,7.706768079648775e-10,8.079115249977832e-10,4.4455327544710926e-10
61187412165999,41.53107674868006,40.73379485506401,41.58058559858008,1.5698956197406109,1.1456431085167202,0.7102941030193626,4.0,4.0,4.0,5.941239256112204,4.272173647105568,2.4124528644748184,4.04874880219088e-08,8.873636222028963e-08,1.7904805592606304e-07,1.0150020564918172e-09,7.252585093531805e-10,4.0236394434724726e-10
61189450722999,41.58336075885882,40.76915394596111,41.613555525774125,1.011358616897667,1.9199199279197274,1.4541150137550758,4.0,4.0,4.0,3.527795410546488,6.910564663848081,5.153627846676765,1.1760364818970326e-07,9.264189759766152e-10,5.701645368349924e-08,5.959997142195427e-10,1.1833114351136968e-09,8.782613213676012e-10
61191452753749,41.601113899282595,40.81583078261895,41.686835090710986,0.8580561969990259,1.6296074607646565,1.7679877242413529,4.0,4.0,4.0,3.1046888761002642,5.808563576679704,6.612472746339317,1.3437556211004047e-07,3.5264616283754696e-08,3.301915295997771e-08,5.225431488875831e-10,9.91990384198132e-10,1.1315306440396133e-09
61193476462999,41.64983194179598,40.86347128121075,41.72873887940742,1.3234681392266092,1.950703511195807,0.00038251139505492626,4.0,4.0,4.0,4.749911095404983,6.730599361313303,0.09622532056494842,6.728157523011843e-08,8.887458760221614e-10,2.3560351024547398e-07,8.08170440202034e-10,1.1520645901142721e-09,2.3633125150608827e-13
61195478015750,41.684364760900586,40.90720016361751,41.73344462447924,0.8940920081858373,1.8801885555165747,0.12069961005346758,4.0,4.0,4.0,3.3394013157138454,6.757476781054904,0.5367717493979118,1.151607516558168e-07,2.3023137310403107e-09,2.2100402684048123e-07,5.632891558422965e-10,1.1567294726604299e-09,7.67199339755083e-11
61197480284250,41.71535099079834,40.946016506590254,41.77497916398137,0.5487853358302082,1.0517421145177337,1.7861493463738494,4.0,4.0,4.0,1.9566957429810734,3.9358214267980562,6.460153485213682,1.724344928436978e-07,1.4112004675566323e-07,3.156982185769625e-08,3.2323510263383504e-10,6.668575605419007e-10,1.1050834723719518e-09
61199481063250,41.71930238857226,40.986260075037215,41.841524988560174,0.072015831980623,1.8836031489852763,1.2713796235904078,4.0,4.0,4.0,0.33248286719901965,6.849560497698522,4.637560928271451,2.2711335515866586e-07,1.1425757034443866e-08,7.625685099568909e-08,4.125357209908614e-11,1.1727138024613867e-09,7.886589861963343e-10
61201484599499,41.75479050139741,41.0181124202299,41.896278670159084,1.6393515250020958,0.7335356904030846,1.5144204239828543,4.0,4.0,4.0,6.042006632655151,2.6375370986065776,5.47038265165865,4.3207760069904036e-08,2.0172281782959086e-07,6.528541604124016e-08,1.032489188610043e-09,4.4145875745020413e-10,9.332443000296858e-10
61203485841249,41.82932331527829,41.06843108548641,41.95085527936302,1.890483123148827,1.9430850128550412,0.6738056797542942,4.0,4.0,4.0,6.921713689476622,7.105942677199519,2.530435033033702,1.6237036047275427e-08,1.4754349615791346e-08,1.5715490462290896e-07,1.1852136834077227e-09,1.2172220608367349e-09,4.2283493471646615e-10
61205486784250,41.9032353942903,41.14188477283617,41.957360793708794,1.6481325491621186,1.222812772088009,0.00011610077092189506,4.0,4.0,4.0,5.990282321556388,4.357871931720713,0.09533633533921736,4.390915679504086e-08,9.616321215284894e-08,2.33402253421207e-07,1.0235044315818993e-09,7.401241659254887e-10,7.452928212321284e-14
61207487842250,41.981181344130235,41.16058890237417,41.960902571103894,1.8071950145711175,0.46691345176483967,0.06788058391415168,4.0,4.0,4.0,6.690829230876884,1.5429787518140754,0.3501663041806316,2.4926179632016325e-08,1.771778638747276e-07,2.332648316611668e-07,1.1451245967457618e-09,2.5142685015770825e-10,4.431572684965785e-11
61209487968750,42.06970061650126,41.173771833924036,41.9807624599661,1.9531686857076545,0.6878909214402111,1.3536171850384315,4.0,4.0,4.0,7.266651357265981,2.2282462639380887,4.805725352753674,1.1444678350189874e-08,1.5418184459790318e-07,8.150395934867633e-08,1.2450907889400097e-09,3.7039649378357175e-10,8.178496310868803e-10
61211490058250,42.1467896797963,41.18831176340056,42.03648904126187,1.2232040806361282,0.17520151337607584,1.2231307667054752,4.0,4.0,4.0,4.510389885164994,0.7577400710557463,4.261619213864748,9.35116404979612e-08,2.3399055212530273e-07,9.020002935253617e-08,7.665706087188557e-10,1.1509982646429344e-10,7.233849195059208e-10
61213490865750,42.18791755433735,41.19795553530106,42.096244410926225,0.8607549513058166,1.3321372026032805,1.7102307178034155,4.0,4.0,4.0,3.183046530689143,4.241999975575805,5.512313863859843,1.56611326981604e-07,9.56787217985861e-08,3.544518368158355e-08,5.361276805988476e-10,7.200057595951901e-10,9.405174263452196e-10
61215493555499,42.21787516542137,41.214617088780805,42.14568470183188,0.8871384392840614,1.0595140934199974,1.4885932072522734,4.0,4.0,4.0,3.3165794620383915,3.4012831496757756,5.267523304781016,1.294553211068475e-07,1.3270468222766502e-07,4.854913889632547e-08,5.593094785479698e-10,5.740474564753943e-10,8.980174202541743e-10
61217495717500,42.25864607071094,41.22373979866063,42.2040416463615,1.2399274906971094,0.014370038266627166,1.6517315547420952,4.0,4.0,4.0,4.609628072720733,0.18919856267662094,5.981232159936683,9.19822371827164e-08,3.028763513685091e-07,3.383582318653068e-08,7.837957167924459e-10,1.6393595907868506e-11,1.0219232581769663e-09
61219497285250,42.29502418509645,41.23204255723973,42.26087531367899,0.6392940566961587,0.7321659267446115,1.498371527136846,4.0,4.0,4.0,2.4224861847202495,2.392541671586894,5.329643517261818,1.57125323020041e-07,1.8223743271376795e-07,5.1890452062002284e-08,4.0408235915929693e-10,3.9891818216514397e-10,9.087983237210054e-10
61221498102249,42.34349289840678,41.2440323495288,42.324074174910876,1.5699853075286032,0.5157102504026638,1.7199577699332709,4.0,4.0,4.0,5.742257076215379,1.7242014468580948,6.1993378714715925,5.553932939202723e-08,2.2343191229670268e-07,2.8934817151281744e-08,9.80429837858331e-10,2.8288651742423283e-10,1.0597847987020536e-09
61223500000000,42.430874020943676,41.25357058912651,42.39303937038287,1.7024660889485248,0.6793398219028276,1.9974225889693051,4.0,4.0,4.0,6.3388656474086345,2.2016680812537572,6.823900179412924,4.3048867178825726e-08,1.54075320465949e-07,9.155559666654953e-09,1.0840047527166547e-09,3.6577973132911866e-10,1.1682134221027764e-09
61225515769499,42.49919570369039,41.268926040905946,42.48696991884791,1.7076942468048555,0.5940972047642546,2.161135114548736,4.0,4.0,4.0,6.1727336845559355,2.2904370250537807,6.635274624114332,3.648683424420701e-08,2.0422893487227227e-07,7.682609205834147e-10,1.0551600701529108e-09,3.8119052491934815e-10,1.1354627325837273e-09
61227518185000,42.5400177658477,41.291735258500516,42.61527317333956,0.5082349615558881,0.3829582622228325,2.1606808362729013,4.0,4.0,4.0,1.9678238650477038,1.38170522567719,6.617534096044615,1.870334766617419e-07,2.695576996929863e-07,7.66425978152647e-10,3.2513960626632085e-10,2.2342387073266917e-10,1.1323783812675745e-09
61229518185500,42.543694433087985,41.29502612527761,42.74059641899602,0.00011544395615603363,6.077879981177784e-05,2.1619174442322344,4.0,4.0,4.0,0.09542705262255885,0.11544110648058836,6.596400689979402,2.3676039938652522e-07,2.8713179396586134e-07,7.634168395840854e-10,7.05884352307805e-14,3.586246029614491e-12,1.1287050528704063e-09
61231518293750,42.54967907285919,41.297899115648875,42.86592990601245,0.36491011626724457,0.18909800386024964,2.1574063928411027,4.0,3.1,4.0,1.2266278132269428,0.4289779542002854,6.657156663489219,1.956379997034619e-07,1.9131212677598048e-07,7.722075916642487e-10,1.964594046854597e-10,1.0181206268394346e-10,1.13924859263986e-09
61233520684000,42.55615945268124,41.30052390646298,42.9919895581514,5.6086950466467824e-05,0.00015634161776582415,2.151847089549598,4.0,3.1,4.0,0.09522054598659363,0.05838560077636909,6.706204742531842,2.3715889810432647e-07,1.8653662963767817e-07,7.803843439119797e-10,3.430927444528164e-14,9.646511441820355e-14,1.1477594482368385e-09
61235520969750,42.55686129263858,41.301179126442364,43.11978494746343,5.27725569447421e-05,0.00026270587991934394,2.148166541810176,4.0,3.1,4.0,0.09521340498212215,0.05861431069507822,6.789303074702421,2.3717020822738153e-07,1.8609518982949502e-07,7.913642839133811e-10,3.3045446897511666e-14,1.6209663547909572e-13,1.1621817054372128e-09
61237520969750,42.557528908569964,41.3017739962256,43.25024042439482,0.0,4.903869268162374e-05,2.1314624228961603,4.0,3.1,4.0,0.09502319512692547,0.05815795878732479,6.962795090560674,2.3755798781760408e-07,1.8669029691878498e-07,8.186008278812259e-10,0.0,3.1052658299126095e-14,1.1922971746936384e-09
61239523151000,42.55824809603237,41.30248916224277,43.379315811169704,0.0004580159663744617,0.0003802265809533172,2.1287597048444047,4.0,3.1,4.0,0.09663506989253842,0.058864769179596564,7.012928670989455,2.3554422461573461e-07,1.857615781029083e-07,8.256925602927309e-10,2.7981471808216176e-13,2.339419968661617e-13,1.200996256676697e-09
61241525651000,42.55909316299422,41.30310533060791,43.51211474968223,0.0,0.0,2.1402506062538147,4.0,3.1,4.0,0.09502350417862485,0.058050010489968426,6.881150270568537,2.3755876044610324e-07,1.8725809835430036e-07,8.050273402914382e-10,0.0,0.0,1.178113219434527e-09
61243525651000,42.55971432024212,41.30360233274072,43.642547896457906,0.0,0.0,2.134921914611519,4.0,3.1,4.0,0.09502362691069008,0.058050090032703526,6.961781078350851,2.37559067277016e-07,1.8717024828433856e-07,8.174823248096994e-10,0.0,0.0,1.1921068237371123e-09
61245525651000,42.560334781525754,41.304227339621484,43.77143697392947,0.0,0.0001575346301208757,2.1458657362135387,4.0,3.1,4.0,0.09502374951049467,0.058383235496560895,6.822686392919898,2.375593737765267e-07,1.8665046879369427e-07,7.961298851137321e-10,0.0,9.561589628939234e-14,1.1679536552168573e-09
61247528151000,42.560955322575005,41.30491603945965,43.90170707446243,0.0,0.0,2.1332724750087677,4.0,4.0,4.0,0.09502387213131087,0.08396974173971937,6.9735329524830405,2.3755968032781834e-07,2.224232864273356e-07,8.191193157129314e-10,0.0,0.0,1.1941374136971237e-09
61249528151000,42.561575555754295,41.309266699180995,44.025339504810276,0.0,0.16191128831560941,2.103046933873227,4.0,4.0,4.0,0.09502399469653648,0.5968507129461398,6.677214527312996,2.3755998674163142e-07,2.1851385947292254e-07,4.855725310487639e-09,0.0,8.716385495922943e-11,1.1426885704366833e-09
61251528151000,42.56219509400541,41.312122784767766,44.149234512888604,0.0,3.9955833404777284e-05,2.1298511774463114,4.0,4.0,4.0,0.09502411712967333,0.09493285063435193,6.978030070929734,2.3756029282447343e-07,2.3656648037020596e-07,8.214696281069932e-10,0.0,2.5247135135625916e-14,1.1949087685006504e-09
61253530651000,42.56281471190373,41.31345426540589,44.27904050453684,0.0,0.0,2.1449009046873493,4.0,4.0,4.0,0.09502423958378536,0.09478766856304315,6.811633663631253,2.3756059895900521e-07,2.3696917140789805e-07,7.95195076009904e-10,0.0,0.0,1.1660155119931179e-09
61255530651000,42.56343402239063,41.314752790835065,44.40765432400739,0.0,0.00010876747197653676,2.1347674046902485,4.0,4.0,4.0,0.09502436198237506,0.09517175101365648,6.931858318201872,2.3756090495622813e-07,2.3626820822147216e-07,8.134928504884928e-10,0.0,6.664011283413434e-14,1.186882858066547e-09
61257533151000,42.56405302549062,41.31606067528142,44.537211463152566,0.0,0.0,2.143373693594907,4.0,4.0,4.0,0.09502448432544129,0.0947881411717402,6.824432970282207,2.3756121081314423e-07,2.3697035292879867e-07,7.977744227661973e-10,0.0,0.0,1.1682275527625759e-09
61259533151000,42.56467172148434,41.31729810024556,44.66590769023719,0.0,0.0,2.1333574105469597,4.0,4.0,4.0,0.09502460661302982,0.09478836557825585,6.952891774894485,2.3756151653286518e-07,2.3697091394592932e-07,8.164778321308127e-10,0.0,0.0,1.190524345787911e-09
61261533151000,42.56500942537703,41.31853491113829,44.79527630237127,0.0,0.0,2.14728350529176,1.0,4.0,4.0,0.06831405977809694,0.09478858989255702,6.7993503999612,2.0656127832987107e-07,2.3697147473168203e-07,7.928793751819678e-10,0.0,0.0,1.1638627021585334e-09
61263543151000,42.56402994129574,41.31977110826456,44.923053308138826,0.0,0.0,2.136496007177913,1.0,4.0,4.0,0.0144910193241328,0.09478881411467156,6.929406088846106,1.449101932412208e-07,2.3697203528612694e-07,8.126404501694613e-10,0.0,0.0,1.1864366779059408e-09
61265553151000,42.56303303601862,41.32100669192935,45.05284623888518,0.0,0.0,2.142359580249775,1.0,4.0,4.0,0.014490874834567007,0.09478903824462855,6.876906375190502,1.4490874834556284e-07,2.3697259561186087e-07,8.045999363867723e-10,0.0,0.0,1.1773168797398072e-09
61267553151000,42.56203910645912,41.32239921956399,45.180131688705195,0.0,0.00010751515920720869,2.153316425219196,1.0,4.0,4.0,0.014490730786186139,0.09516819454516338,6.718482640321003,1.4490730786203855e-07,2.3619411413627717e-07,7.813053363954561e-10,0.0,6.57818964076944e-14,1.1498075502924028e-09
61269563151000,42.561045672506324,41.32360449710022,45.30512868329783,0.0,0.0,2.1532158902201903,1.0,4.0,4.0,0.014490586819512164,0.09478950953846843,6.706190706829548,1.4490586819501437e-07,2.3697377384561868e-07,7.799187032409643e-10,0.0,0.0,1.1476683741690776e-09
61271563789000,42.56008725273075,41.324857448246064,45.430450323643264,0.00033146338266005663,0.0,2.154207892154721,1.0,4.0,4.0,0.014646909664881828,0.09478973687912846,6.703615819841212,1.4388384705837692e-07,2.3697434219793179e-07,7.792725764706013e-10,2.0204249447173878e-13,0.0,1.147216127016309e-09
61273564276000,42.55910797249063,41.32609051101123,45.55505852481676,0.00024873325030739103,0.0,2.1549196603236465,1.0,4.0,4.0,0.014606537670143617,0.09478996063019902,6.664053224578935,1.441522713363163e-07,2.3697490157597732e-07,7.743926702987175e-10,1.5009248112661485e-13,0.0,1.1403423875115193e-09
61275566776000,42.55806583063275,41.32730370482666,45.68268798040189,0.0,0.0,2.1352445952143673,2.5,4.0,4.0,0.052280785457787915,0.09479018079458451,6.968733628650237,1.9068770435734192e-07,2.3697545198590925e-07,8.179362087120927e-10,0.0,0.0,1.1932328837880619e-09
61277566776000,42.55825023823817,41.328594094301586,45.808982534364404,0.0,0.00012233911787734112,2.1591107847522735,4.0,4.0,4.0,0.09502333763678376,0.0952203786887562,6.619678810195646,2.3755834409224972e-07,2.3619760461867244e-07,7.671826659781226e-10,0.0,7.464648339887458e-14,1.1326276913661517e-09
61279569276000,42.55887181371068,41.32989367442279,45.93259546237886,0.0,0.0,2.151253667228522,4.0,4.0,4.0,0.09502346044434432,0.09479065087096862,6.700395304510402,2.3755865111040232e-07,2.3697662717686915e-07,7.801986511254967e-10,0.0,0.0,1.146635642835657e-09
61281569276000,42.55949308079977,41.331124234789584,46.056892576872045,0.0,0.0,2.161353760905875,4.0,4.0,4.0,0.09502358319623853,0.09479087424564372,6.607754166783176,2.3755895799088664e-07,2.3697718561439935e-07,7.650092456968742e-10,0.0,0.0,1.1305467076895934e-09
61283569276000,42.560113651801615,41.332354184495664,46.17959637274496,0.0,0.0,2.161212948015332,4.0,4.0,4.0,0.09502370581585123,0.09479109752842328,6.58905606546239,2.375592645399187e-07,2.369777438213479e-07,7.628773924532452e-10,0.0,0.0,1.1272951288578398e-09
61285571776000,42.56073430258298,41.33358352384441,46.30288839244518,0.0,0.0,2.1575353376396182,4.0,4.0,4.0,0.09502382845648023,0.09479132071933578,6.648556814898055,2.375595711407419e-07,2.3697830179778754e-07,7.717893116814859e-10,0.0,0.0,1.137619667546796e-09
61287571776000,42.561354645440254,41.334812253139134,46.425681797442316,0.0,0.0,2.161185997682383,4.0,4.0,4.0,0.09502395104151043,0.09479154381840951,6.604829707884292,2.3755987760406615e-07,2.3697885954631326e-07,7.647054311339767e-10,0.0,0.0,1.130022679079036e-09
61289574034000,42.5621149824768,41.33619619139547,46.54871964293126,0.00018449377858130957,0.00010413521873348208,2.1625935997026358,4.0,4.0,4.0,0.09567171882786431,0.09516066109651554,6.616652040086321,2.3632149338011337e-07,2.3620325518118544e-07,7.655124667516875e-10,1.1243361069183422e-13,6.403923949454763e-14,1.132069632843014e-09
61291574034000,42.56280752507828,41.33739478012013,46.67102661027153,0.0,0.0,2.1631490436025405,4.0,4.0,4.0,0.095024238163434,0.09479201278675237,6.561636568718104,2.3756059540887528e-07,2.369800319663284e-07,7.590344856327787e-10,0.0,0.0,1.1225127874113942e-09
61293576533999,42.56342683906738,41.338621618098706,46.79362169088491,0.0,0.0,2.161544866628143,4.0,4.0,4.0,0.09502436056265598,0.09479223560099449,6.6687068357985035,2.3756090140618097e-07,2.3698058900277609e-07,7.726574917633528e-10,0.0,0.0,1.1410957668290702e-09
61295578621000,42.5641163466941,41.339916677492255,46.901165857339144,9.497049462892413e-05,9.298751908822813e-05,2.147040210034575,4.0,4.0,4.0,0.0953645454983568,0.09513005551712651,6.682431441251185,2.3676199940933292e-07,2.3608862684995567e-07,7.840373075931624e-10,5.903623099836587e-14,5.860846375190518e-14,1.1434735525318004e-09
61297578621000,42.56477309029761,41.34124210911031,47.008764812242624,0.0,0.0,2.164781237899618,4.0,4.0,4.0,0.09502462664945463,0.09479271158905106,6.70125779408217,2.3756156662392728e-07,2.369817789720753e-07,7.745694224733629e-10,0.0,0.0,1.1467370168853907e-09
